CustomerID,Date,LoB,Channel,Product,SalesQty,SalesAmount,CustomerSegment,CostPerUnit,TotalCost
C111,2023-04-14,Investment,Agent,EquityMax,15,22575,Individual,1113,16695
C028,2024-06-08,Banking,Branch,SavingsPro,15,56325,Individual,1216,18240
C272,2023-02-01,Investment,Online,EquityMax,16,53904,Individual,1113,17808
C013,2025-03-26,Banking,Online,LoanX,15,24690,Individual,1244,18660
C011,2023-07-09,Investment,Agent,BondSafe,11,25322,Corporate,758,8338
C162,2024-06-25,Insurance,Branch,LifeSecure,15,35505,SME,1362,20430
C119,2025-02-26,Investment,Online,BondSafe,8,10368,Individual,758,6064
C131,2024-12-20,Insurance,Online,LifeSecure,8,16448,SME,1362,10896
C034,2023-08-24,Insurance,Branch,TravelCare,10,17890,Corporate,758,7580
C146,2023-02-13,Investment,Agent,EquityMax,13,22009,Individual,1113,14469
C200,2023-01-29,Banking,Branch,LoanX,16,26432,Individual,1244,19904
C290,2023-10-09,Insurance,Agent,LifeSecure,4,9988,Corporate,1362,5448
C104,2023-02-19,Insurance,Branch,TravelCare,20,76960,SME,758,15160
C222,2025-05-23,Banking,Online,SavingsPro,1,3376,Corporate,1216,1216
C137,2025-06-15,Investment,Agent,GrowthFund,7,24633,Corporate,1077,7539
C063,2024-03-25,Insurance,Agent,LifeSecure,13,25779,Individual,1362,17706
C154,2025-01-23,Banking,Online,SavingsPro,19,38570,SME,1216,23104
C008,2023-04-02,Insurance,Agent,LifeSecure,5,2850,Individual,1362,6810
C003,2023-05-07,Banking,Agent,LoanX,13,44096,SME,1244,16172
C079,2023-01-09,Investment,Agent,EquityMax,10,20770,SME,1113,11130
C104,2025-02-04,Investment,Agent,BondSafe,11,36421,Individual,758,8338
C258,2024-09-14,Investment,Online,BondSafe,8,6248,SME,758,6064
C124,2025-04-02,Investment,Online,BondSafe,8,23224,Individual,758,6064
C080,2024-01-16,Investment,Branch,EquityMax,13,50076,SME,1113,14469
C287,2025-06-21,Investment,Agent,GrowthFund,11,25652,SME,1077,11847
C099,2023-08-07,Investment,Agent,GrowthFund,4,11284,Corporate,1077,4308
C017,2023-06-02,Banking,Online,LoanX,5,10325,Individual,1244,6220
C083,2024-04-11,Investment,Branch,EquityMax,10,16580,Corporate,1113,11130
C170,2023-10-26,Banking,Branch,SavingsPro,6,23358,Individual,1216,7296
C254,2024-12-24,Investment,Online,GrowthFund,2,6178,Individual,1077,2154
C004,2024-02-29,Insurance,Online,LifeSecure,14,43708,SME,1362,19068
C238,2025-01-15,Investment,Agent,EquityMax,15,52230,Individual,1113,16695
C234,2024-06-25,Insurance,Branch,TravelCare,5,17060,SME,758,3790
C011,2025-04-04,Investment,Online,BondSafe,10,6770,Individual,758,7580
C014,2024-08-14,Insurance,Online,HealthPlus,13,23491,Individual,1493,19409
C296,2025-04-25,Banking,Agent,CreditLine,8,11696,Corporate,1340,10720
C119,2023-04-26,Insurance,Agent,HealthPlus,12,14652,SME,1493,17916
C084,2024-11-20,Banking,Agent,CreditLine,8,9448,SME,1340,10720
C056,2023-11-19,Banking,Branch,LoanX,18,35082,SME,1244,22392
C099,2023-06-16,Banking,Online,LoanX,11,43351,Individual,1244,13684
C289,2023-12-25,Banking,Agent,CreditLine,19,57114,Corporate,1340,25460
C079,2024-07-22,Insurance,Branch,TravelCare,19,34618,Individual,758,14402
C101,2024-11-01,Insurance,Branch,LifeSecure,15,35850,Individual,1362,20430
C126,2024-05-15,Insurance,Agent,TravelCare,9,10431,Corporate,758,6822
C282,2023-04-24,Banking,Agent,CreditLine,20,47480,SME,1340,26800
C190,2024-02-29,Investment,Online,EquityMax,3,2526,Individual,1113,3339
C071,2025-03-26,Banking,Branch,SavingsPro,19,62206,Corporate,1216,23104
C215,2024-07-12,Investment,Agent,BondSafe,6,15762,SME,758,4548
C224,2023-07-05,Banking,Agent,CreditLine,1,2628,Corporate,1340,1340
C208,2023-11-12,Insurance,Agent,HealthPlus,7,7084,Individual,1493,10451
C012,2025-04-28,Insurance,Branch,TravelCare,7,22624,Corporate,758,5306
C148,2023-03-21,Investment,Online,BondSafe,5,5840,Individual,758,3790
C158,2023-11-09,Banking,Branch,LoanX,2,4098,Corporate,1244,2488
C148,2023-06-17,Banking,Agent,LoanX,4,4984,Corporate,1244,4976
C052,2023-08-14,Banking,Branch,LoanX,14,54992,Corporate,1244,17416
C134,2025-02-26,Banking,Branch,CreditLine,13,14924,Corporate,1340,17420
C068,2023-06-03,Banking,Agent,SavingsPro,1,3121,Corporate,1216,1216
C188,2023-07-17,Banking,Agent,SavingsPro,15,14610,Corporate,1216,18240
C009,2025-01-19,Investment,Branch,EquityMax,8,23856,Corporate,1113,8904
C214,2024-06-15,Insurance,Branch,LifeSecure,7,19348,SME,1362,9534
C274,2024-04-01,Insurance,Branch,TravelCare,4,8024,SME,758,3032
C066,2025-04-03,Investment,Agent,GrowthFund,12,33672,SME,1077,12924
C044,2023-01-17,Investment,Agent,BondSafe,17,51034,Corporate,758,12886
C194,2023-12-13,Investment,Agent,GrowthFund,6,8094,SME,1077,6462
C292,2023-11-28,Investment,Branch,BondSafe,6,8748,SME,758,4548
C115,2023-08-07,Banking,Online,CreditLine,9,8775,Corporate,1340,12060
C058,2023-01-22,Banking,Agent,LoanX,9,29061,Individual,1244,11196
C175,2024-12-29,Insurance,Agent,HealthPlus,7,5327,Corporate,1493,10451
C099,2024-02-10,Insurance,Online,HealthPlus,16,11792,Individual,1493,23888
C018,2025-06-01,Banking,Agent,CreditLine,5,5360,Individual,1340,6700
C006,2023-10-07,Banking,Branch,SavingsPro,18,10746,Corporate,1216,21888
C055,2023-08-30,Banking,Branch,LoanX,1,3108,SME,1244,1244
C181,2025-01-10,Banking,Online,LoanX,12,40284,SME,1244,14928
C076,2025-03-14,Investment,Branch,GrowthFund,2,4004,Individual,1077,2154
C114,2024-08-27,Insurance,Branch,TravelCare,18,22518,SME,758,13644
C047,2024-10-21,Investment,Agent,BondSafe,19,42332,Corporate,758,14402
C241,2024-08-15,Investment,Branch,GrowthFund,13,47229,Individual,1077,14001
C017,2024-12-04,Insurance,Agent,LifeSecure,10,19820,SME,1362,13620
C123,2023-08-08,Insurance,Branch,TravelCare,3,5490,Individual,758,2274
C160,2023-11-02,Banking,Branch,CreditLine,8,6744,SME,1340,10720
C190,2025-03-01,Insurance,Branch,LifeSecure,19,26581,Corporate,1362,25878
C256,2023-03-23,Banking,Branch,SavingsPro,9,8631,SME,1216,10944
C178,2024-11-16,Insurance,Agent,LifeSecure,11,43835,SME,1362,14982
C274,2023-08-28,Insurance,Online,LifeSecure,18,63306,Corporate,1362,24516
C029,2024-09-18,Investment,Online,GrowthFund,4,14708,Corporate,1077,4308
C103,2023-12-09,Investment,Online,EquityMax,16,32352,Individual,1113,17808
C223,2025-02-23,Banking,Branch,SavingsPro,20,59420,Individual,1216,24320
C222,2023-02-27,Banking,Branch,LoanX,13,49829,Corporate,1244,16172
C140,2024-12-18,Insurance,Agent,LifeSecure,3,4431,Individual,1362,4086
C142,2023-01-12,Banking,Agent,SavingsPro,3,6948,SME,1216,3648
C115,2023-08-07,Investment,Online,GrowthFund,17,44234,SME,1077,18309
C001,2025-02-02,Banking,Branch,LoanX,1,2893,Individual,1244,1244
C242,2023-11-28,Investment,Branch,GrowthFund,4,3044,Corporate,1077,4308
C077,2024-09-04,Investment,Branch,BondSafe,12,24312,SME,758,9096
C091,2023-02-28,Banking,Agent,SavingsPro,3,9276,Individual,1216,3648
C122,2023-09-21,Insurance,Online,HealthPlus,8,9552,Individual,1493,11944
C272,2023-08-10,Insurance,Agent,LifeSecure,4,13432,SME,1362,5448
C188,2025-02-17,Banking,Agent,LoanX,10,12440,Individual,1244,12440
C201,2024-08-24,Investment,Branch,EquityMax,8,23800,Individual,1113,8904
C050,2025-06-02,Investment,Branch,BondSafe,19,48203,Individual,758,14402
C064,2024-12-28,Insurance,Agent,TravelCare,16,51728,SME,758,12128
C125,2025-02-28,Banking,Branch,LoanX,13,44720,Corporate,1244,16172
C061,2023-11-14,Investment,Agent,BondSafe,11,22231,SME,758,8338
C224,2025-03-09,Insurance,Branch,LifeSecure,18,56322,Individual,1362,24516
C177,2024-06-28,Investment,Online,BondSafe,2,5632,Corporate,758,1516
C249,2025-02-02,Investment,Online,BondSafe,1,2800,Individual,758,758
C238,2023-07-09,Insurance,Online,HealthPlus,1,3124,SME,1493,1493
C100,2024-03-04,Banking,Online,LoanX,7,7581,Individual,1244,8708
C272,2023-05-20,Insurance,Agent,HealthPlus,16,8272,SME,1493,23888
C237,2024-06-26,Banking,Branch,SavingsPro,5,11065,SME,1216,6080
C229,2023-10-04,Insurance,Online,TravelCare,6,10782,SME,758,4548
C019,2024-01-16,Banking,Branch,LoanX,17,56117,Individual,1244,21148
C174,2025-05-29,Investment,Online,EquityMax,14,10444,SME,1113,15582
C276,2024-01-12,Banking,Branch,CreditLine,2,1680,Individual,1340,2680
C093,2024-10-08,Insurance,Agent,HealthPlus,15,15330,Individual,1493,22395
C005,2024-09-02,Insurance,Agent,LifeSecure,11,25608,SME,1362,14982
C123,2025-06-04,Banking,Branch,SavingsPro,8,4944,Individual,1216,9728
C136,2024-08-06,Investment,Online,GrowthFund,18,57600,Individual,1077,19386
C285,2023-12-26,Insurance,Agent,TravelCare,11,27126,Individual,758,8338
C181,2025-06-01,Banking,Branch,LoanX,19,27170,SME,1244,23636
C207,2025-05-24,Investment,Agent,GrowthFund,19,42389,SME,1077,20463
C289,2023-01-29,Banking,Online,SavingsPro,8,12104,Corporate,1216,9728
C291,2025-06-16,Insurance,Online,TravelCare,2,4276,Individual,758,1516
C300,2025-03-26,Investment,Online,GrowthFund,3,10776,Individual,1077,3231
C194,2023-05-27,Insurance,Online,LifeSecure,17,63070,SME,1362,23154
C279,2024-04-25,Banking,Online,SavingsPro,10,30520,Corporate,1216,12160
C001,2024-09-27,Investment,Agent,EquityMax,5,9135,SME,1113,5565
C057,2023-07-19,Banking,Agent,CreditLine,2,1818,Corporate,1340,2680
C097,2024-04-24,Banking,Online,LoanX,2,3986,SME,1244,2488
C101,2023-10-11,Banking,Branch,SavingsPro,6,14898,Corporate,1216,7296
C129,2025-01-07,Banking,Online,SavingsPro,4,12080,Individual,1216,4864
C027,2024-05-01,Insurance,Agent,HealthPlus,8,26912,Individual,1493,11944
C295,2024-05-21,Banking,Online,SavingsPro,18,34218,SME,1216,21888
C142,2025-01-10,Banking,Online,SavingsPro,13,48854,Individual,1216,15808
C032,2024-07-04,Insurance,Agent,HealthPlus,3,10392,Individual,1493,4479
C249,2024-05-10,Banking,Branch,CreditLine,5,8525,Corporate,1340,6700
C036,2025-03-24,Investment,Online,BondSafe,4,7440,SME,758,3032
C091,2024-01-20,Banking,Online,SavingsPro,11,6193,Individual,1216,13376
C156,2023-02-15,Insurance,Branch,TravelCare,7,20496,Individual,758,5306
C054,2023-01-31,Insurance,Branch,LifeSecure,6,22626,SME,1362,8172
C272,2024-01-24,Banking,Online,CreditLine,2,3634,SME,1340,2680
C132,2023-08-02,Insurance,Branch,TravelCare,11,41085,Individual,758,8338
C295,2023-07-20,Banking,Branch,LoanX,16,61920,Corporate,1244,19904
C068,2025-01-11,Banking,Agent,LoanX,18,59238,Corporate,1244,22392
C078,2025-03-26,Banking,Online,SavingsPro,9,22194,Corporate,1216,10944
C276,2025-04-27,Investment,Online,GrowthFund,20,33660,Individual,1077,21540
C053,2024-06-18,Investment,Branch,BondSafe,18,27504,SME,758,13644
C185,2023-10-24,Banking,Agent,SavingsPro,16,50880,Corporate,1216,19456
C247,2023-08-02,Banking,Agent,LoanX,20,42260,SME,1244,24880
C160,2024-09-16,Banking,Branch,CreditLine,8,9224,Individual,1340,10720
C197,2023-01-05,Banking,Branch,SavingsPro,3,11325,Individual,1216,3648
C026,2024-02-29,Investment,Branch,EquityMax,1,535,SME,1113,1113
C027,2023-07-25,Investment,Agent,BondSafe,14,8120,SME,758,10612
C035,2025-02-27,Investment,Agent,EquityMax,4,12388,SME,1113,4452
C288,2023-01-07,Investment,Online,BondSafe,2,1212,Corporate,758,1516
C201,2023-05-03,Insurance,Agent,HealthPlus,18,48114,SME,1493,26874
C221,2025-05-27,Insurance,Agent,HealthPlus,17,66045,Individual,1493,25381
C116,2024-08-30,Investment,Branch,EquityMax,8,31792,Individual,1113,8904
C259,2023-12-22,Banking,Agent,LoanX,9,10287,SME,1244,11196
C005,2024-12-02,Banking,Branch,LoanX,15,50940,Individual,1244,18660
C106,2023-08-18,Investment,Agent,GrowthFund,19,44764,Corporate,1077,20463
C095,2023-07-01,Insurance,Branch,TravelCare,12,29808,SME,758,9096
C261,2024-05-27,Investment,Branch,GrowthFund,14,44310,Individual,1077,15078
C267,2025-04-06,Investment,Online,EquityMax,17,59228,SME,1113,18921
C133,2023-12-24,Insurance,Branch,HealthPlus,9,11340,SME,1493,13437
C102,2024-02-11,Insurance,Branch,TravelCare,16,23776,SME,758,12128
C056,2024-05-04,Banking,Agent,SavingsPro,6,8598,Corporate,1216,7296
C119,2023-03-25,Insurance,Online,LifeSecure,18,37404,Corporate,1362,24516
C124,2025-01-16,Investment,Online,EquityMax,13,38532,Individual,1113,14469
C081,2025-03-09,Banking,Branch,CreditLine,15,40890,Corporate,1340,20100
C125,2025-05-27,Investment,Branch,EquityMax,1,718,Individual,1113,1113
C184,2024-10-16,Insurance,Online,TravelCare,11,14784,Individual,758,8338
C142,2025-04-01,Investment,Branch,BondSafe,6,6708,Corporate,758,4548
C080,2023-06-19,Investment,Online,GrowthFund,10,19780,Individual,1077,10770
C052,2024-01-24,Insurance,Agent,HealthPlus,18,26046,Individual,1493,26874
C283,2025-03-04,Insurance,Online,TravelCare,14,34650,Individual,758,10612
C298,2024-08-06,Banking,Branch,CreditLine,7,4158,Corporate,1340,9380
C291,2024-05-08,Investment,Online,GrowthFund,17,63580,Individual,1077,18309
C068,2023-10-25,Banking,Agent,SavingsPro,10,24700,Individual,1216,12160
C267,2024-11-05,Insurance,Agent,TravelCare,19,14706,Corporate,758,14402
C147,2024-12-29,Banking,Branch,CreditLine,3,2994,Individual,1340,4020
C120,2024-10-16,Banking,Online,LoanX,5,10210,SME,1244,6220
C037,2025-03-09,Insurance,Branch,HealthPlus,14,21812,Individual,1493,20902
C294,2024-06-21,Insurance,Branch,LifeSecure,9,6129,Corporate,1362,12258
C300,2024-11-06,Investment,Branch,BondSafe,4,9400,SME,758,3032
C181,2023-03-01,Banking,Agent,LoanX,10,28320,Individual,1244,12440
C074,2024-09-18,Banking,Agent,SavingsPro,7,16072,Corporate,1216,8512
C013,2025-03-15,Insurance,Branch,LifeSecure,6,20892,Corporate,1362,8172
C102,2024-01-14,Insurance,Branch,LifeSecure,9,6210,SME,1362,12258
C232,2025-02-01,Banking,Agent,LoanX,8,4248,Individual,1244,9952
C132,2023-06-03,Investment,Branch,BondSafe,14,51534,Individual,758,10612
C164,2024-06-06,Banking,Agent,SavingsPro,15,36015,Individual,1216,18240
C150,2023-07-29,Insurance,Branch,TravelCare,10,29860,Individual,758,7580
C083,2025-02-22,Banking,Agent,LoanX,16,53872,SME,1244,19904
C251,2024-12-11,Investment,Online,EquityMax,14,11018,Individual,1113,15582
C242,2023-07-18,Banking,Branch,CreditLine,14,53494,Corporate,1340,18760
C170,2023-12-04,Banking,Online,SavingsPro,20,20400,Corporate,1216,24320
C291,2023-08-26,Insurance,Online,TravelCare,14,42784,Individual,758,10612
C121,2023-01-12,Investment,Agent,GrowthFund,3,10155,Individual,1077,3231
C059,2023-04-08,Investment,Online,GrowthFund,2,4908,Corporate,1077,2154
C228,2025-03-22,Investment,Branch,EquityMax,9,4680,Individual,1113,10017
C083,2023-05-13,Investment,Branch,GrowthFund,9,26874,Corporate,1077,9693
C276,2024-09-29,Investment,Online,BondSafe,11,27742,Individual,758,8338
C209,2023-08-19,Investment,Branch,EquityMax,6,4692,SME,1113,6678
C193,2025-03-14,Investment,Agent,BondSafe,19,61503,SME,758,14402
C221,2024-05-04,Investment,Branch,GrowthFund,13,50349,Corporate,1077,14001
C261,2024-06-15,Banking,Branch,SavingsPro,18,29826,SME,1216,21888
C297,2025-05-14,Banking,Agent,CreditLine,5,10865,Corporate,1340,6700
C087,2024-05-19,Banking,Branch,LoanX,8,14152,Individual,1244,9952
C002,2023-02-15,Insurance,Online,TravelCare,18,21312,SME,758,13644
C118,2024-04-07,Banking,Branch,CreditLine,18,65268,Corporate,1340,24120
C241,2023-07-20,Insurance,Branch,TravelCare,14,44884,Individual,758,10612
C067,2024-02-13,Insurance,Online,LifeSecure,10,19330,SME,1362,13620
C206,2025-04-10,Investment,Agent,BondSafe,1,860,Individual,758,758
C152,2023-06-04,Insurance,Online,LifeSecure,4,15152,Individual,1362,5448
C298,2023-08-08,Banking,Agent,SavingsPro,3,5376,Corporate,1216,3648
C066,2023-08-25,Banking,Branch,LoanX,18,25092,Individual,1244,22392
C143,2023-03-04,Banking,Agent,LoanX,10,26190,Corporate,1244,12440
C042,2025-05-04,Insurance,Branch,TravelCare,18,62514,Corporate,758,13644
C157,2023-09-23,Investment,Online,EquityMax,2,7240,Individual,1113,2226
C018,2023-06-02,Insurance,Agent,TravelCare,5,6305,SME,758,3790
C287,2023-11-09,Banking,Branch,LoanX,8,7568,Individual,1244,9952
C224,2024-02-02,Investment,Branch,GrowthFund,17,11492,SME,1077,18309
C073,2023-10-14,Insurance,Branch,HealthPlus,6,22488,Corporate,1493,8958
C056,2023-09-30,Banking,Agent,SavingsPro,7,23611,Corporate,1216,8512
C109,2023-03-26,Banking,Online,SavingsPro,13,36946,Individual,1216,15808
C180,2023-10-01,Investment,Branch,EquityMax,19,38893,Individual,1113,21147
C181,2024-09-08,Banking,Agent,CreditLine,13,11401,SME,1340,17420
C262,2024-01-18,Insurance,Online,TravelCare,15,48570,Corporate,758,11370
C035,2024-12-12,Insurance,Agent,LifeSecure,5,7825,SME,1362,6810
C133,2024-12-29,Banking,Online,SavingsPro,10,11560,Corporate,1216,12160
C004,2024-11-02,Banking,Branch,LoanX,7,21084,SME,1244,8708
C033,2024-05-26,Investment,Branch,GrowthFund,4,12452,SME,1077,4308
C171,2023-07-17,Investment,Online,BondSafe,19,41059,SME,758,14402
C185,2023-08-27,Banking,Branch,CreditLine,12,47280,Corporate,1340,16080
C052,2024-12-19,Investment,Agent,GrowthFund,5,7605,Individual,1077,5385
C049,2023-01-25,Insurance,Online,LifeSecure,12,15696,Individual,1362,16344
C293,2025-03-15,Banking,Agent,SavingsPro,4,15792,Corporate,1216,4864
C251,2023-10-24,Insurance,Branch,TravelCare,1,550,Individual,758,758
C214,2023-03-25,Banking,Online,SavingsPro,13,50648,Individual,1216,15808
C063,2024-03-18,Insurance,Agent,LifeSecure,1,1806,SME,1362,1362
C299,2023-03-22,Banking,Agent,CreditLine,5,13010,SME,1340,6700
C263,2025-02-10,Banking,Online,LoanX,14,21840,Individual,1244,17416
C262,2023-08-31,Investment,Agent,GrowthFund,19,17803,SME,1077,20463
C286,2023-08-22,Insurance,Online,HealthPlus,17,62543,SME,1493,25381
C120,2024-04-02,Banking,Branch,LoanX,3,2079,Corporate,1244,3732
C189,2023-03-13,Banking,Branch,CreditLine,13,33085,Corporate,1340,17420
C006,2025-02-24,Insurance,Online,LifeSecure,9,15507,SME,1362,12258
C140,2024-07-22,Banking,Branch,LoanX,15,15810,Individual,1244,18660
C253,2024-07-30,Banking,Branch,SavingsPro,10,13050,Individual,1216,12160
C106,2024-11-02,Insurance,Agent,TravelCare,3,1923,SME,758,2274
C226,2024-03-13,Insurance,Branch,HealthPlus,12,6768,SME,1493,17916
C033,2023-10-02,Investment,Branch,EquityMax,14,34034,Corporate,1113,15582
C289,2024-11-09,Banking,Online,LoanX,19,51395,Individual,1244,23636
C146,2024-06-16,Insurance,Agent,LifeSecure,6,5496,SME,1362,8172
C131,2024-11-06,Investment,Agent,EquityMax,5,15930,Corporate,1113,5565
C211,2023-11-27,Insurance,Online,LifeSecure,16,41648,SME,1362,21792
C247,2024-07-21,Banking,Branch,CreditLine,10,29580,SME,1340,13400
C094,2023-09-09,Investment,Agent,GrowthFund,10,16990,Individual,1077,10770
C227,2024-10-03,Banking,Agent,LoanX,2,5398,SME,1244,2488
C137,2023-11-02,Banking,Agent,CreditLine,1,3572,SME,1340,1340
C123,2024-07-09,Insurance,Agent,TravelCare,17,14280,SME,758,12886
C115,2023-05-29,Banking,Branch,LoanX,6,11916,SME,1244,7464
C103,2024-12-05,Investment,Agent,EquityMax,14,52654,Individual,1113,15582
C243,2023-12-05,Insurance,Agent,TravelCare,10,18580,SME,758,7580
C037,2023-06-09,Banking,Online,CreditLine,4,3184,SME,1340,5360
C109,2024-05-17,Insurance,Agent,HealthPlus,14,47054,Individual,1493,20902
C139,2023-07-25,Investment,Branch,BondSafe,19,10374,SME,758,14402
C285,2023-04-25,Insurance,Agent,HealthPlus,20,48940,Corporate,1493,29860
C087,2024-09-29,Investment,Online,GrowthFund,6,23076,Individual,1077,6462
C054,2024-12-13,Insurance,Branch,LifeSecure,14,45920,Individual,1362,19068
C225,2024-03-08,Banking,Online,SavingsPro,14,49154,Corporate,1216,17024
C266,2023-10-08,Investment,Branch,BondSafe,3,2505,Individual,758,2274
C032,2024-02-04,Investment,Agent,GrowthFund,9,30789,Individual,1077,9693
C066,2023-02-21,Investment,Branch,BondSafe,15,23280,Individual,758,11370
C194,2024-05-18,Banking,Online,LoanX,18,64764,Individual,1244,22392
C117,2024-12-09,Insurance,Online,LifeSecure,20,22400,Individual,1362,27240
C145,2024-05-25,Investment,Online,GrowthFund,19,12787,Individual,1077,20463
C137,2024-11-02,Insurance,Agent,TravelCare,14,35238,Corporate,758,10612
C241,2024-08-10,Banking,Online,SavingsPro,16,20000,Corporate,1216,19456
C227,2024-08-02,Banking,Agent,SavingsPro,5,4505,Corporate,1216,6080
C236,2023-12-23,Insurance,Branch,HealthPlus,6,20022,SME,1493,8958
C295,2024-11-24,Banking,Agent,LoanX,4,11128,Corporate,1244,4976
C207,2024-10-02,Investment,Online,BondSafe,17,26469,SME,758,12886
C116,2024-01-31,Insurance,Online,TravelCare,4,4080,SME,758,3032
C006,2025-02-14,Investment,Agent,EquityMax,13,33644,SME,1113,14469
C139,2024-01-12,Investment,Branch,EquityMax,15,9000,Corporate,1113,16695
C098,2025-01-15,Insurance,Branch,LifeSecure,20,59460,SME,1362,27240
C270,2024-10-01,Banking,Agent,LoanX,16,29472,Individual,1244,19904
C219,2025-04-23,Insurance,Branch,HealthPlus,12,47844,Individual,1493,17916
C076,2023-06-15,Banking,Branch,SavingsPro,3,4173,Individual,1216,3648
C228,2024-02-20,Insurance,Online,HealthPlus,11,25971,Corporate,1493,16423
C289,2023-05-18,Banking,Branch,SavingsPro,11,23705,Individual,1216,13376
C269,2023-10-11,Banking,Branch,CreditLine,20,48840,Corporate,1340,26800
C080,2024-10-28,Investment,Online,GrowthFund,12,35076,Individual,1077,12924
C033,2024-07-01,Investment,Online,BondSafe,4,15172,SME,758,3032
C244,2023-04-20,Insurance,Online,TravelCare,17,48739,SME,758,12886
C199,2024-12-26,Insurance,Branch,LifeSecure,2,5512,Individual,1362,2724
C251,2023-06-29,Investment,Agent,BondSafe,17,27880,SME,758,12886
C110,2024-01-11,Insurance,Agent,LifeSecure,16,18560,Corporate,1362,21792
C126,2024-01-18,Banking,Branch,CreditLine,17,47838,SME,1340,22780
C110,2024-11-20,Insurance,Online,HealthPlus,6,23256,SME,1493,8958
C025,2024-10-15,Banking,Branch,LoanX,15,59730,Individual,1244,18660
C240,2024-01-03,Investment,Agent,GrowthFund,2,4008,Corporate,1077,2154
C067,2023-08-19,Banking,Agent,CreditLine,1,1897,Corporate,1340,1340
C033,2024-05-07,Insurance,Online,TravelCare,19,50730,SME,758,14402
C262,2023-09-27,Insurance,Online,TravelCare,6,17406,Corporate,758,4548
C095,2025-02-22,Banking,Online,CreditLine,20,33280,Individual,1340,26800
C271,2024-01-03,Investment,Agent,BondSafe,9,22662,Individual,758,6822
C110,2023-01-29,Investment,Branch,GrowthFund,17,60384,Individual,1077,18309
C298,2024-07-29,Banking,Agent,LoanX,13,34983,Corporate,1244,16172
C189,2025-01-24,Investment,Branch,GrowthFund,15,25800,Individual,1077,16155
C119,2024-01-04,Banking,Online,CreditLine,9,10656,Corporate,1340,12060
C149,2023-08-25,Banking,Agent,SavingsPro,13,35048,Individual,1216,15808
C030,2024-10-13,Investment,Online,EquityMax,18,55062,Corporate,1113,20034
C043,2024-07-07,Insurance,Agent,HealthPlus,7,26103,SME,1493,10451
C226,2025-03-08,Banking,Agent,CreditLine,16,33872,Corporate,1340,21440
C012,2023-01-09,Banking,Online,LoanX,7,17185,Individual,1244,8708
C028,2023-11-21,Investment,Agent,GrowthFund,12,42552,Corporate,1077,12924
C223,2024-11-27,Insurance,Agent,HealthPlus,19,14079,Individual,1493,28367
C245,2024-08-10,Investment,Branch,BondSafe,1,3384,Corporate,758,758
C074,2024-06-19,Banking,Agent,LoanX,13,30199,SME,1244,16172
C224,2023-05-29,Banking,Online,CreditLine,2,4140,Individual,1340,2680
C123,2025-06-08,Insurance,Branch,HealthPlus,14,37828,Corporate,1493,20902
C056,2023-03-30,Investment,Online,BondSafe,18,10800,Corporate,758,13644
C240,2023-05-05,Banking,Agent,SavingsPro,11,8415,Corporate,1216,13376
C262,2024-12-29,Banking,Online,LoanX,7,5425,Corporate,1244,8708
C093,2024-04-21,Banking,Online,SavingsPro,7,13748,Individual,1216,8512
C181,2023-09-22,Banking,Branch,SavingsPro,20,40540,SME,1216,24320
C175,2023-12-31,Banking,Agent,CreditLine,5,6975,SME,1340,6700
C100,2023-10-22,Insurance,Agent,TravelCare,19,51661,Corporate,758,14402
C216,2023-09-27,Banking,Online,LoanX,8,8024,Individual,1244,9952
C049,2024-10-18,Investment,Agent,GrowthFund,12,44172,Corporate,1077,12924
C053,2025-04-03,Investment,Branch,EquityMax,18,50472,Individual,1113,20034
C055,2024-07-10,Insurance,Branch,TravelCare,2,5976,SME,758,1516
C291,2023-03-11,Insurance,Agent,HealthPlus,17,64294,Corporate,1493,25381
C251,2024-07-07,Banking,Branch,SavingsPro,2,7460,SME,1216,2432
C223,2024-02-18,Insurance,Agent,TravelCare,6,15318,SME,758,4548
C171,2024-12-19,Banking,Agent,SavingsPro,20,49440,Individual,1216,24320
C299,2024-10-02,Insurance,Agent,HealthPlus,12,36156,SME,1493,17916
C159,2024-08-10,Investment,Agent,GrowthFund,15,30930,Corporate,1077,16155
C029,2023-02-11,Investment,Branch,EquityMax,13,15782,Individual,1113,14469
C083,2025-05-29,Banking,Branch,CreditLine,9,21348,SME,1340,12060
C098,2024-03-17,Investment,Online,EquityMax,19,52801,Corporate,1113,21147
C256,2023-05-16,Insurance,Branch,TravelCare,3,8919,Individual,758,2274
C173,2023-06-16,Banking,Agent,SavingsPro,9,26325,Corporate,1216,10944
C203,2025-03-12,Investment,Branch,EquityMax,3,9648,SME,1113,3339
C197,2024-05-17,Banking,Online,SavingsPro,14,17150,Corporate,1216,17024
C288,2023-06-04,Insurance,Agent,LifeSecure,6,13944,SME,1362,8172
C047,2024-11-13,Banking,Branch,SavingsPro,18,45648,Individual,1216,21888
C213,2023-10-14,Investment,Agent,GrowthFund,20,22660,SME,1077,21540
C045,2024-07-08,Investment,Branch,GrowthFund,13,21086,Corporate,1077,14001
C167,2025-01-10,Investment,Branch,GrowthFund,3,5379,Individual,1077,3231
C276,2024-09-24,Investment,Agent,EquityMax,5,19305,SME,1113,5565
C243,2023-07-16,Banking,Branch,LoanX,1,1816,SME,1244,1244
C065,2023-10-10,Insurance,Online,HealthPlus,3,2160,SME,1493,4479
C119,2024-03-18,Investment,Agent,BondSafe,17,25585,Corporate,758,12886
